date,Day,shrine,daily_count,weather_cat_num,rain_intensity_num,crowd_level_num,temp,rain,wind,humidity,month,day_of_week,is_weekend,seasonal_factor,weather_severity,heavy_rain_flag,storm_flag,lag_1,lag_3,lag_7,rolling_mean_7,darshan_duration,peak_hour_flag,shrine_num,trend,crowd_weather_interaction,weekend_crowd_interaction,rain_crowd_interaction_2,temple_pressure,final_risk_signal,risk_label_model
28-05-2022,Saturday,Badrinath,22739.2,1,2,2,9.679166667,0.35,4.495833333,78.33333333,5,5,1,1.1,27.47666667,1,0,21401.6,18726.4,24010.8,19247.48571,60,0,1,2675.2,54.95333334,22.7392,4,22.7392,109.9066667,2
29-05-2022,Sunday,Badrinath,17388.8,1,2,2,10.87916667,0.620833333,4.404166667,83.79166667,5,6,1,1.1,29.67541667,1,0,22739.2,20064,18361.2,19108.57143,60,0,1,2675.2,59.35083334,17.3888,4,17.3888,118.7016667,2
30-05-2022,Monday,Badrinath,16645.2,1,2,2,9.566666667,0.625,4.670833333,80.29166667,5,0,0,1.1,28.10166667,1,0,17388.8,21401.6,16051.2,19193.42857,60,0,1,-4012.8,56.20333334,0,4,16.6452,56.20333334,2
31-05-2022,Tuesday,Badrinath,18032.3,1,1,2,9.8625,0.125,5.541666667,67.375,5,1,0,1.1,24.195,0,0,16645.2,22739.2,17388.8,19285.35714,60,0,1,-6094,48.39,0,2,18.0323,48.39,2
01-06-2022,Wednesday,Badrinath,19419.4,1,2,2,9.495833333,0.229166667,5.420833333,70.91666667,6,2,0,1.1,25.14208333,1,0,18032.3,17388.8,18726.4,19384.35714,60,0,1,643.5,50.28416666,0,4,19.4194,50.28416666,2
02-06-2022,Thursday,Badrinath,20806.5,1,1,2,9.25,0.2,6.004166667,67.70833333,6,3,0,1.1,24.0725,0,0,19419.4,16645.2,20064,19490.42857,60,0,1,2774.2,48.145,0,2,20.8065,48.145,2
03-06-2022,Friday,Badrinath,22193.6,0,1,2,9.754166667,0.008333333,6.2875,53.29166667,6,4,0,1.1,19.89166667,0,0,20806.5,18032.3,21401.6,19603.57143,60,0,1,2774.2,39.78333334,0,2,22.1936,39.78333334,2
04-06-2022,Saturday,Badrinath,23580.7,0,1,2,9.629166667,0.004166667,6.604166667,57.70833333,6,5,1,1.1,21.16541667,0,0,22193.6,19419.4,22739.2,19723.78571,60,0,1,2774.2,42.33083334,23.5807,2,23.5807,84.66166668,2
05-06-2022,Sunday,Badrinath,18032.3,0,1,2,9.8375,0.0125,6.729166667,59.79166667,6,6,1,1.1,21.87625,0,0,23580.7,20806.5,17388.8,19815.71429,60,0,1,2774.2,43.7525,18.0323,2,18.0323,87.505,2
06-06-2022,Monday,Badrinath,17186.4,0,1,2,11.425,0.004166667,5.716666667,53.95833333,6,0,0,1.1,20.75875,0,0,18032.3,22193.6,16645.2,19893.02857,60,0,1,-4161.3,41.5175,0,2,17.1864,41.5175,2
07-06-2022,Tuesday,Badrinath,18618.6,0,1,2,12.12916667,0.0125,5.35,59.04166667,6,1,0,1.1,22.56791667,0,0,17186.4,23580.7,18032.3,19976.78571,60,0,1,-6394.3,45.13583334,0,2,18.6186,45.13583334,2
08-06-2022,Wednesday,Badrinath,20050.8,1,1,2,11.44583333,0.1125,5.483333333,72.16666667,6,2,0,1.1,26.26208333,0,0,18618.6,18032.3,19419.4,20066.98571,60,0,1,586.3,52.52416666,0,2,20.0508,52.52416666,2
09-06-2022,Thursday,Badrinath,21483,1,2,2,11.11666667,0.270833333,3.820833333,77.5,6,3,0,1.1,27.77791667,1,0,20050.8,17186.4,20806.5,20163.62857,60,0,1,2864.4,55.55583334,0,4,21.483,55.55583334,2
10-06-2022,Friday,Badrinath,22915.2,1,2,2,11.23333333,0.329166667,4.116666667,71.375,6,4,0,1.1,26.00458333,1,0,21483,18618.6,22193.6,20266.71429,60,0,1,2864.4,52.00916666,0,4,22.9152,52.00916666,2
11-06-2022,Saturday,Badrinath,24347.4,1,1,2,10.7875,0.120833333,4.8875,71.45833333,6,5,1,1.1,25.78875,0,0,22915.2,20050.8,23580.7,20376.24286,60,0,1,2864.4,51.5775,24.3474,2,24.3474,103.155,2
12-06-2022,Sunday,Badrinath,18618.6,1,1,2,11.62083333,0.116666667,4.8,74.625,6,6,1,1.1,27.07083333,0,0,24347.4,21483,18032.3,20460,60,0,1,2864.4,54.14166666,18.6186,2,18.6186,108.2833333,2
13-06-2022,Monday,Badrinath,13582.8,1,1,2,11.59166667,0.125,4.858333333,79.95833333,6,0,0,1.1,28.66166667,0,0,18618.6,22915.2,17186.4,19945.2,30,0,1,-4296.6,57.32333334,0,2,13.5828,57.32333334,2
14-06-2022,Tuesday,Badrinath,14714.7,1,1,2,12.63333333,0.104166667,4.95,73.83333333,6,1,0,1.1,27.23458333,0,0,13582.8,24347.4,18618.6,19387.5,30,0,1,-10764.6,54.46916666,0,2,14.7147,54.46916666,2
15-06-2022,Wednesday,Badrinath,15846.6,1,2,2,12.125,0.441666667,4.791666667,70.25,6,2,0,1.1,26.0575,1,0,14714.7,18618.6,20050.8,18786.9,30,0,1,-3903.9,52.115,0,4,15.8466,52.115,2
16-06-2022,Thursday,Badrinath,16978.5,1,2,2,12.025,0.575,4.479166667,83.625,6,3,0,1.1,30.07,1,0,15846.6,13582.8,21483,18143.4,60,0,1,2263.8,60.14,0,4,16.9785,60.14,2
17-06-2022,Friday,Badrinath,18110.4,1,2,2,11.75833333,0.316666667,4.929166667,83.5,6,4,0,1.1,29.84833333,1,0,16978.5,14714.7,22915.2,17457,60,0,1,2263.8,59.69666666,0,4,18.1104,59.69666666,2
18-06-2022,Saturday,Badrinath,19242.3,1,3,2,10.1125,1,3.733333333,89.625,6,5,1,1.1,31.2325,1,0,18110.4,15846.6,24347.4,16727.7,60,0,1,2263.8,62.465,19.2423,6,19.2423,124.93,2
19-06-2022,Sunday,Badrinath,14714.7,1,2,2,10.37083333,0.504166667,4,87.91666667,6,6,1,1.1,30.67458333,1,0,19242.3,16978.5,18618.6,16170,30,0,1,2263.8,61.34916666,14.7147,4,14.7147,122.6983333,2
20-06-2022,Monday,Badrinath,8368.8,1,2,1,9.7875,0.3875,4.720833333,92.45833333,6,0,0,1.1,31.76875,1,0,14714.7,18110.4,13582.8,15425.14286,30,0,1,-3395.7,31.76875,0,2,8.3688,31.76875,2
21-06-2022,Tuesday,Badrinath,9066.2,1,2,1,10.15,0.216666667,3.0875,87.25,6,1,0,1.1,30.3,1,0,8368.8,19242.3,14714.7,14618.21429,30,0,1,-10873.5,30.3,0,2,9.0662,30.3,2
22-06-2022,Wednesday,Badrinath,9763.6,1,1,1,11.85,0.091666667,3.908333333,77.375,6,2,0,1.1,27.98,0,0,9066.2,14714.7,15846.6,13749.21429,30,0,1,-5648.5,27.98,0,1,9.7636,27.98,1
23-06-2022,Thursday,Badrinath,10461,1,1,1,12.70416667,0.079166667,4.441666667,65.625,6,3,0,1.1,24.79291667,0,0,9763.6,8368.8,16978.5,12818.14286,30,0,1,1394.8,24.79291667,0,1,10.461,24.79291667,1
24-06-2022,Friday,Badrinath,11158.4,1,1,2,14.09166667,0.1375,4.354166667,71.45833333,6,4,0,1.1,27.11541667,0,0,10461,9066.2,18110.4,11825,30,0,1,1394.8,54.23083334,0,2,11.1584,54.23083334,2
25-06-2022,Saturday,Badrinath,11855.8,1,1,2,14.85,0.041666667,4.641666667,64.75,6,5,1,1.1,25.3775,0,0,11158.4,9763.6,19242.3,10769.78571,30,0,1,1394.8,50.755,11.8558,2,11.8558,101.51,2
26-06-2022,Sunday,Badrinath,9066.2,1,2,1,14.86666667,0.208333333,4.008333333,74.83333333,6,6,1,1.1,28.45916667,1,0,11855.8,10461,14714.7,9962.857143,30,0,1,1394.8,28.45916667,9.0662,2,9.0662,56.91833334,2
27-06-2022,Monday,Badrinath,1386,1,2,0,14.5,0.316666667,4.929166667,78.20833333,6,0,0,1.1,29.3575,1,0,9066.2,11158.4,8368.8,8965.314286,30,0,1,-2092.2,0,0,0,1.386,0,1
28-06-2022,Tuesday,Badrinath,1501.5,1,1,0,15.7,0.141666667,4.15,77.58333333,6,1,0,1.1,29.5975,0,0,1386,11855.8,9066.2,7884.642857,30,0,1,-10469.8,0,0,0,1.5015,0,1
29-06-2022,Wednesday,Badrinath,1617,1,2,0,15.46666667,0.65,3.991666667,82.66666667,6,2,0,1.1,31.18166667,1,0,1501.5,9066.2,9763.6,6720.842857,30,0,1,-7564.7,0,0,0,1.617,0,1
30-06-2022,Thursday,Badrinath,1732.5,1,2,0,14.27083333,0.525,3.679166667,86.41666667,6,3,0,1.1,31.79083333,1,0,1617,1386,10461,5473.914286,30,0,1,231,0,0,0,1.7325,0,1
01-07-2022,Friday,Badrinath,1344,1,3,0,14.87083333,0.704166667,3.416666667,87.91666667,7,4,0,0.8,32.53458333,1,0,1732.5,1501.5,11158.4,4071.857143,30,0,1,231,0,0,0,1.344,0,2
02-07-2022,Saturday,Badrinath,1428,1,3,0,15.1125,0.966666667,3.375,89.625,7,5,1,0.8,33.2225,1,0,1344,1617,11855.8,2582.171429,30,0,1,-273,0,1.428,0,1.428,0,2
03-07-2022,Sunday,Badrinath,1092,1,2,0,15.18333333,0.7,3.316666667,91.16666667,7,6,1,0.8,33.63333333,1,0,1428,1732.5,9066.2,1443,30,0,1,-304.5,0,1.092,0,1.092,0,1
04-07-2022,Monday,Badrinath,1017.6,1,1,0,15.9125,0.079166667,4.0875,86.125,7,0,0,0.8,32.22625,0,0,1092,1344,1386,1390.371429,30,0,1,-252,0,0,0,1.0176,0,1
05-07-2022,Tuesday,Badrinath,1102.4,1,1,0,16.8625,0.158333333,3.566666667,84.70833333,7,1,0,0.8,32.205,0,0,1017.6,1428,1501.5,1333.357143,30,0,1,-410.4,0,0,0,1.1024,0,1
06-07-2022,Wednesday,Badrinath,1187.2,1,2,0,15.3875,0.329166667,3.883333333,81.41666667,7,2,0,0.8,30.67875,1,0,1102.4,1092,1617,1271.957143,30,0,1,10.4,0,0,0,1.1872,0,1
07-07-2022,Thursday,Badrinath,1272,1,2,0,15.57083333,0.25,3.875,85.20833333,7,3,0,0.8,31.86583333,1,0,1187.2,1017.6,1732.5,1206.171429,30,0,1,169.6,0,0,0,1.272,0,1
08-07-2022,Friday,Badrinath,1356.8,1,2,0,15.77083333,0.508333333,3.729166667,84.25,7,4,0,0.8,31.73583333,1,0,1272,1102.4,1344,1208,30,0,1,169.6,0,0,0,1.3568,0,1
09-07-2022,Saturday,Badrinath,1441.6,1,3,0,14.52916667,1.633333333,4.758333333,86.58333333,7,5,1,0.8,32.27666667,1,0,1356.8,1187.2,1428,1209.942857,30,0,1,169.6,0,1.4416,0,1.4416,0,2
10-07-2022,Sunday,Badrinath,1102.4,1,3,0,14.55833333,1.433333333,4.704166667,93.45833333,7,6,1,0.8,34.29083333,1,0,1441.6,1272,1092,1211.428571,30,0,1,169.6,0,1.1024,0,1.1024,0,2
11-07-2022,Monday,Badrinath,816,1,3,0,14.96666667,1.058333333,4.645833333,92.29166667,7,0,0,0.8,33.99166667,1,0,1102.4,1356.8,1017.6,1182.628571,30,0,1,-254.4,0,0,0,0.816,0,2
12-07-2022,Tuesday,Badrinath,884,1,3,0,15.20416667,1.383333333,4.591666667,92.95833333,7,1,0,0.8,34.38416667,1,0,816,1441.6,1102.4,1151.428571,30,0,1,-625.6,0,0,0,0.884,0,2
13-07-2022,Wednesday,Badrinath,952,1,3,0,14.67916667,1.9625,4.545833333,93.29166667,7,2,0,0.8,34.44791667,1,0,884,1102.4,1187.2,1117.828571,30,0,1,-218.4,0,0,0,0.952,0,2
14-07-2022,Thursday,Badrinath,1020,1,3,0,13.99583333,1.3875,5,92.125,7,3,0,0.8,33.65208333,1,0,952,816,1272,1081.828571,30,0,1,136,0,0,0,1.02,0,2
15-07-2022,Friday,Badrinath,1088,1,3,0,14.31666667,0.741666667,4.245833333,87.83333333,7,4,0,0.8,32.29916667,1,0,1020,884,1356.8,1043.428571,30,0,1,136,0,0,0,1.088,0,2
16-07-2022,Saturday,Badrinath,1156,1,2,0,14.35833333,0.304166667,4.675,84.58333333,7,5,1,0.8,31.20958333,1,0,1088,952,1441.6,1002.628571,30,0,1,136,0,1.156,0,1.156,0,1
17-07-2022,Sunday,Badrinath,884,1,2,0,15.80416667,0.266666667,3.579166667,82.29166667,7,6,1,0.8,31.08916667,1,0,1156,1020,1102.4,971.4285714,30,0,1,136,0,0.884,0,0.884,0,1
18-07-2022,Monday,Badrinath,1065.6,1,1,0,15.075,0.083333333,4.416666667,83.70833333,7,0,0,0.8,31.1675,0,0,884,1088,816,1007.085714,30,0,1,-204,0,0,0,1.0656,0,1
19-07-2022,Tuesday,Badrinath,1154.4,1,3,0,15.59583333,0.708333333,4.420833333,82.45833333,7,1,0,0.8,31.18833333,1,0,1065.6,1156,884,1045.714286,30,0,1,-90.4,0,0,0,1.1544,0,2
20-07-2022,Wednesday,Badrinath,1243.2,1,2,0,14.28333333,0.425,4.729166667,83.66666667,7,2,0,0.8,30.94083333,1,0,1154.4,884,952,1087.314286,30,0,1,270.4,0,0,0,1.2432,0,1
21-07-2022,Thursday,Badrinath,1332,1,3,0,15.17916667,0.8125,3.283333333,86.20833333,7,3,0,0.8,32.17791667,1,0,1243.2,1065.6,1020,1131.885714,30,0,1,177.6,0,0,0,1.332,0,2
22-07-2022,Friday,Badrinath,1420.8,1,2,0,14.99583333,0.391666667,4.020833333,93.66666667,7,4,0,0.8,34.21583333,1,0,1332,1154.4,1088,1179.428571,30,0,1,177.6,0,0,0,1.4208,0,2
23-07-2022,Saturday,Badrinath,1509.6,1,2,0,14.75833333,0.583333333,3.995833333,91.70833333,7,5,1,0.8,33.59083333,1,0,1420.8,1243.2,1156,1229.942857,30,0,1,177.6,0,1.5096,0,1.5096,0,2
24-07-2022,Sunday,Badrinath,1154.4,1,2,0,14.94166667,0.545833333,4.829166667,91.83333333,7,6,1,0.8,33.69041667,1,0,1509.6,1332,884,1268.571429,30,0,1,177.6,0,1.1544,0,1.1544,0,1
25-07-2022,Monday,Badrinath,1209.6,1,2,0,14.45,0.6625,4.620833333,93.66666667,7,0,0,0.8,34.07875,1,0,1154.4,1420.8,1065.6,1289.142857,30,0,1,-266.4,0,0,0,1.2096,0,1
26-07-2022,Tuesday,Badrinath,1310.4,1,3,0,14.62083333,0.745833333,3.679166667,92.41666667,7,1,0,0.8,33.79708333,1,0,1209.6,1509.6,1154.4,1311.428571,30,0,1,-300,0,0,0,1.3104,0,2
27-07-2022,Wednesday,Badrinath,1411.2,1,2,0,14.4375,0.4625,3.529166667,91.79166667,7,2,0,0.8,33.45125,1,0,1310.4,1154.4,1243.2,1335.428571,30,0,1,156,0,0,0,1.4112,0,2
28-07-2022,Thursday,Badrinath,1512,1,3,0,14.525,0.945833333,3.595833333,90.33333333,7,3,0,0.8,33.19375,1,0,1411.2,1209.6,1332,1361.142857,30,0,1,201.6,0,0,0,1.512,0,2
29-07-2022,Friday,Badrinath,1612.8,1,3,0,14.50833333,1.091666667,3.625,94,7,4,0,0.8,34.33083333,1,0,1512,1310.4,1420.8,1388.571429,30,0,1,201.6,0,0,0,1.6128,0,2
30-07-2022,Saturday,Badrinath,1713.6,1,3,0,14.4625,1.170833333,4.041666667,93.83333333,7,5,1,0.8,34.28625,1,0,1612.8,1411.2,1509.6,1417.714286,30,0,1,201.6,0,1.7136,0,1.7136,0,2
31-07-2022,Sunday,Badrinath,1310.4,1,3,0,13.775,1.125,3.245833333,93.66666667,7,6,1,0.8,33.9475,1,0,1713.6,1512,1154.4,1440,30,0,1,201.6,0,1.3104,0,1.3104,0,2
01-08-2022,Monday,Badrinath,681.6,1,3,0,14.27916667,0.866666667,3.941666667,93.08333333,8,0,0,0.8,33.89666667,1,0,1310.4,1612.8,1209.6,1364.571429,30,0,1,-302.4,0,0,0,0.6816,0,2
02-08-2022,Tuesday,Badrinath,738.4,1,1,0,14.25416667,0.158333333,4.620833333,87.20833333,8,1,0,0.8,31.91166667,0,0,681.6,1713.6,1310.4,1282.857143,30,0,1,-1032,0,0,0,0.7384,0,1
03-08-2022,Wednesday,Badrinath,795.2,1,2,0,14.50416667,0.295833333,4.104166667,88.04166667,8,2,0,0.8,32.30291667,1,0,738.4,1310.4,1411.2,1194.857143,30,0,1,-572,0,0,0,0.7952,0,1
04-08-2022,Thursday,Badrinath,852,1,3,0,14.62916667,0.733333333,4.158333333,94.125,8,3,0,0.8,34.30916667,1,0,795.2,681.6,1512,1100.571429,30,0,1,113.6,0,0,0,0.852,0,2
05-08-2022,Friday,Badrinath,908.8,1,3,0,14.7875,1.020833333,3.816666667,93.91666667,8,4,0,0.8,34.39625,1,0,852,738.4,1612.8,1000,30,0,1,113.6,0,0,0,0.9088,0,2
06-08-2022,Saturday,Badrinath,965.6,1,3,0,14.80416667,0.720833333,3.370833333,91.83333333,8,5,1,0.8,33.68791667,1,0,908.8,795.2,1713.6,893.1428571,30,0,1,113.6,0,0.9656,0,0.9656,0,2
07-08-2022,Sunday,Badrinath,738.4,1,3,0,14.39166667,1,3.275,89.29166667,8,6,1,0.8,32.84416667,1,0,965.6,852,1310.4,811.4285714,30,0,1,113.6,0,0.7384,0,0.7384,0,2
08-08-2022,Monday,Badrinath,259.2,1,2,0,15.0125,0.4875,2.541666667,83.95833333,8,0,0,0.8,31.33875,1,0,738.4,908.8,681.6,751.0857143,30,0,1,-170.4,0,0,0,0.2592,0,1
09-08-2022,Tuesday,Badrinath,280.8,1,2,0,15.14583333,0.479166667,3.829166667,89.58333333,8,1,0,0.8,33.07708333,1,0,259.2,965.6,738.4,685.7142857,30,0,1,-706.4,0,0,0,0.2808,0,1
10-08-2022,Wednesday,Badrinath,302.4,1,1,0,14.80416667,0.175,4.9875,84.83333333,8,2,0,0.8,31.42416667,0,0,280.8,738.4,795.2,615.3142857,30,0,1,-457.6,0,0,0,0.3024,0,1
11-08-2022,Thursday,Badrinath,324,1,2,0,14.1,0.6125,3.020833333,89,8,3,0,0.8,32.52375,1,0,302.4,259.2,852,539.8857143,30,0,1,43.2,0,0,0,0.324,0,1
12-08-2022,Friday,Badrinath,345.6,1,1,0,15.5125,0.079166667,3.779166667,79.04166667,8,4,0,0.8,29.94125,0,0,324,280.8,908.8,459.4285714,30,0,1,43.2,0,0,0,0.3456,0,1
13-08-2022,Saturday,Badrinath,367.2,1,1,0,14.92916667,0.0375,4.7875,78.29166667,8,5,1,0.8,29.47041667,0,0,345.6,302.4,965.6,373.9428571,30,0,1,43.2,0,0.3672,0,0.3672,0,0
14-08-2022,Sunday,Badrinath,280.8,1,3,0,14.0375,1.495833333,5.158333333,84.83333333,8,6,1,0.8,31.51375,1,0,367.2,324,738.4,308.5714286,30,0,1,43.2,0,0.2808,0,0.2808,0,2
15-08-2022,Monday,Badrinath,4320,1,3,0,13.91666667,0.991666667,2.633333333,78.33333333,8,0,0,0.8,29.36416667,1,0,280.8,345.6,259.2,888.6857143,30,0,1,-64.8,0,0,0,4.32,0,2
16-08-2022,Tuesday,Badrinath,4680,1,1,0,14.93333333,0.125,2.933333333,84.79166667,8,1,0,0.8,31.44833333,0,0,4320,367.2,280.8,1517.142857,30,0,1,3952.8,0,0,0,4.68,0,1
17-08-2022,Wednesday,Badrinath,5040,1,1,0,13.80416667,0.0875,4.654166667,83,8,2,0,0.8,30.44791667,0,0,4680,280.8,302.4,2193.942857,30,0,1,4399.2,0,0,0,5.04,0,1
18-08-2022,Thursday,Badrinath,5400,1,1,0,14.66666667,0.104166667,5.233333333,73.75,8,3,0,0.8,28.02291667,0,0,5040,4320,324,2919.085714,30,0,1,720,0,0,0,5.4,0,0
19-08-2022,Friday,Badrinath,5760,1,2,0,14.2125,0.491666667,4.120833333,83.79166667,8,4,0,0.8,30.97,1,0,5400,4680,345.6,3692.571429,30,0,1,720,0,0,0,5.76,0,1
20-08-2022,Saturday,Badrinath,6120,1,3,0,13.625,1.275,2.8,89.58333333,8,5,1,0.8,32.7075,1,0,5760,5040,367.2,4514.4,30,0,1,720,0,6.12,0,6.12,0,2
21-08-2022,Sunday,Badrinath,4680,1,2,0,13.9625,0.6125,3.466666667,89.875,8,6,1,0.8,32.73125,1,0,6120,5400,280.8,5142.857143,30,0,1,720,0,4.68,0,4.68,0,1
22-08-2022,Monday,Badrinath,4176,1,2,0,14.8125,0.25,3.7625,77.41666667,8,0,0,0.8,29.225,1,0,4680,5760,4320,5122.285714,30,0,1,-1080,0,0,0,4.176,0,1
23-08-2022,Tuesday,Badrinath,4524,1,1,0,14.55,0.1375,4.483333333,81.83333333,8,1,0,0.8,30.41125,0,0,4176,6120,4680,5100,30,0,1,-1944,0,0,0,4.524,0,1
24-08-2022,Wednesday,Badrinath,4872,1,2,0,13.775,0.383333333,4.079166667,84.95833333,8,2,0,0.8,31.1125,1,0,4524,4680,5040,5076,30,0,1,-156,0,0,0,4.872,0,1
25-08-2022,Thursday,Badrinath,5220,1,2,0,14.25,0.208333333,3.675,87.66666667,8,3,0,0.8,32.0625,1,0,4872,4176,5400,5050.285714,30,0,1,696,0,0,0,5.22,0,1
26-08-2022,Friday,Badrinath,5568,1,1,0,13.47083333,0.075,5.2125,79.54166667,8,4,0,0.8,29.27333333,0,0,5220,4524,5760,5022.857143,30,0,1,696,0,0,0,5.568,0,1
